剧情编号,角色左,角色右,高亮方 右/左/无/皆,背景图片,背景音乐,播放音效,PlotShock,调用函数,选项,内容
,,,无,,,,,,,"Tang Yiying and Tang Li, father and son, fought to the death with flawless coordination.\nYou and Tang Yanran were momentarily unable to get close."
,唐离,唐逸影,左,,,,,,,"Father, after so many battles, the hidden weapons on my person are nearly depleted."
,,,右,,,,,HeroLeaveForce;唐逸影|SetHeroMeet;唐逸影|ChangeHeroFavor;唐逸影-负200,,"Son, dragging this out isn't a long-term solution.\nLeave this place of conflict first, and then plan our next move!"
,玩家,,右,,,SpeEffect/剑雨,,HeroLeaveForce;唐离|SetHeroMeet;唐离|ChangeHeroFavor;唐离-负200,,"#PlayerName#, the Tang Sect of Shuzhong will seek revenge and redeem their shame!\nThe injuries my father and I have suffered today will be repaid to you one by one tomorrow."
,,唐离,右,,,SpeEffect/风呼啸,,ChangeInjury;玩家-0-100,,"#PlayerName#, wait for me!"
,,无,左,,,,,,,Well... I didn't expect the final battle to be like this.\nThis father-and-son pair from the Tang Sect can still muster such power.
,,,左,,,,,,,"Alright, alright. You can't pursue a desperate foe. Anyway, the Tang Sect has already been conquered.\nWith just these two, they won't cause much of a stir."
,,唐嫣然,左,,,,,,,"Miss Tang, are you alright?"
,,,右,,,,,,,I don't think there's anything serious
,,,左,,,,,,,"Miss Tang, there's no need for you to be sad.\nTan Yiying and Tan Li, father and son, have committed numerous evils, and it seems they are now reaping what they sowed."
,,,右,,,,,,,But still... so many years of nurturing... I don't understand...
,,,左,,,,,,,"This battle would have been impossible without your help,\nWe may also find it difficult to conquer the Tang Sect."
,,,左,,,,,ChangePlotDataBase;1514,,"Now that the two bandit leaders have fled,\nI wonder what your plans are in the future?"
1514,玩家,唐嫣然,右,,BigMap3,,,,,This... I'm not quite sure either...\nThere seems to be nowhere to go under heaven.
,,,左,,,,,,,"I do have an idea, Miss Tang \nYou have always held considerable prestige within the Tang Sect, with only Tang Yiying ranking higher in status."
,,,左,,,,,,,"Now that the Tang Sect has been defeated by us,\nBut in the end, it was leaderless"
,,,左,,,,,,,"I worry that if no one supervises,\nHis disciples might cause chaos and wreak havoc in their region."
,,,左,,,,,,,"Thus, if you were to take up the position of Tang Sect Sect Leader, it would be both justified and convincing to all.\nAnd it can also discipline the disciples to prevent them from misbehaving further. This is perfect for the situation."
,,,右,,,,,,,Ah? I... fear I am not worthy of such a great responsibility...
,,,左,,,,,,,"Miss Tang, although our private acquaintance is not deep,\nBut he could also sense that you were not fundamentally a wicked person.\nIt's simply because I strayed onto the wrong path due to my father's influence when young."
,,,左,,,,,,,"Now, if you can lead the Tang Sect disciples to abandon evil and promote goodness, and reform yourselves,\nTo punish evil and uphold peace for the people of Ba Shu,\nSo it's still a case of making amends, not too late yet."
,,,右,,,,,SpePlotFuc;174,,"Since #PlayerName# says so, I'll give it a try..."
,,,左,,,,,,,So very good!
,,杨思迟,右,,,,TRUE,,,"#PlayerName#, are you okay!\nTang Yanran, feel free to use any of your moves on me.\nDon't hurt me, [#PlayerName#]!"
,,林云裳,右,,,,,,,"Da, the big senior brothers are coming over quickly.\nTang Yanran, if you know your place, leave quickly."
,,,右,,,,,,,"#PlayerName#, are you okay!\nRest assured, Li and Senior Brother Yang are handling it."
,,,左,,,,,,,"Senior Brother Yang, Little Junior Sister, no need to worry.\nMiss Tang has already entered into an alliance with me and is willing to lead the Tang Sect for our Xianxia Sect."
,,,右,,,,,,,Oh? Such a thing actually exists......\nIsn't she the top killer of the Tang Sect?
,,,左,,,,,,,"Haha, little junior sister, this matter has a long story to tell..."
,,魏胥华,右,,,,,PlayerConquerForce;1,,"#PlayerName#, we've cleaned up the mess left by the Tang Sect."
,,顾游年,右,,,,,,,"His Elders and a group of disciples,\nAll have agreed to submit to the Xianxia Sect."
,,余采薇,右,,,,,,,"In this way, the Tang Sect submits \nWe have finally quelled the unrest in Shu completely!"
,,沈退,右,,,,,,,"Haha, we really need to celebrate properly \nLittle Junior Sister, go cook a few more dishes!"
,林云裳,,左,,,,,,,"Okay, I'll go get it right away"
,,姜婉,右,,,,,,,"Hold on, we just managed to defeat the Tang Sect.\nHow can we let the little junior sister cook again? Won't she get tired?"
,,,左,,,,,,,"Not at all, not at all. It's great to be able to cook for everyone.\nI'm very happy!"
,,顾游年,右,,,,,,,"Forget it, forget it. Today's so happy, rarely like this.\nLet's go to Chengdu for some dining out and try the world-renowned Sichuan cuisine!"
,,白云天,右,,,,TRUE,,,Okay! I'm going to have some stir-fried meat!
,,余采薇,右,,,,,,,I want to eat hot pot!
,,杨思迟,右,,,,TRUE,AddForceAllMaxFightSkill;25-1,,I want to eat braised pork elbow!
,玩家,,左,,,,,ScreenBlack,,"Come on everyone! Today, I'm the Sect Leader and I'm treating everyone."
,,唐嫣然,右,,,,,,,"#PlayerName#, your Xianxia Sect... is certainly lively."
,,,右,,,,,,,"I never thought that a sect could contain \nIt's okay to laugh and play around, to be so close and loving."
,,,左,,,,,,,Unknown to me was the atmosphere within the Tang Sect originally.
,,,右,,,,,,,"When Father was around, he only used strict laws and severe punishments to intimidate the disciples in the faction.\nOnce someone fails to complete a task, they may be beaten or cursed.\nHeavier penalties await in the dark room"
,,,左,,,,,,,Do you think it's effective so far?
,,,右,,,,,,,"(thought for a long time and shook his head)\nThough it proved effective for a time,\nBut in the long term... it will lose the people's hearts."
,,,左,,,,,,,"Not bad. If it weren't for this, the Tang Sect wouldn't have suffered such a defeat today."
,,,左,,,,,,,"Miss Tang, you are a clever person,\nYou should understand that gathering hearts through fear and punishment is impossible."
,,,左,,,,,,,"Even if fear and punishment temporarily intimidate people, that isn't lasting.\nOnce disaster strikes, the entire sect will fall apart like sand in a windstorm."
,,,右,,,,,,,"I see, what should I do then?"
,,,左,,,,,,,"My master often teaches us to gather hearts with chivalry and kindness.\nThis way, it will be a long-term solution."
,,,左,,,,,,,"A heart gathered by chivalry and benevolence grows stronger with the passing of time.\nStrangely enough, it becomes more stable during times of hardship."
,,,右,,,,,,,Righteousness and benevolence... can they really gather the hearts of people?\nMy father didn't teach me this... but I want to try it out!
,,,左,,,,,ChangeHeroFavor;唐嫣然-10,,"Okay, Miss Tang, I will teach you gradually as well.\nI believe that with your intelligence, you will eventually figure out the reasoning behind it."
,,,右,,,,,,,"(The ice and snow on his face slowly melted away, revealing an uncommonly rare smile.)\nOkay, #PlayerName#, you have to teach me the reasoning behind this..."
,无,无,无,,,,,,,"After subduing the Iron Palm Gang, the Xianxia Sect swiftly defeated the Tang Sect.\nFinally pacifying Sichuan, we have incorporated the Land of Abundance into our sphere of influence."
,,,无,,,,,,,"News of this battle spread throughout the Wulin, leaving all in awe of #$PlayerName#'s grand vision.\nAnd the Xianxia Sect quickly rose to become one of the premier sects in the Wulin."
,,,无,,,,,FinishEventMission,,"A new star is on the rise,\nSlowly illuminating the path to the distant chaotic era."
1515,玩家,沈退,右,,,,,,,"#PlayerName#, what a coincidence! I was just looking for you!"
,,,左,,,,,,,"Senior Brother Shen? What do you need me for...\nNot another strange idea, I hope!"
,,,右,,,,,,,"Hey, I'm not that kind of person, Shen Tui!"
,,,右,,,,,,,Didn't we just conquer the Tang Sect not long ago?\nThe Tang Sect's hidden weapons and toxic techniques are also renowned for their long-standing fame.
,,,右,,,,,,,I have long yearned for this \nHow could I have gotten the chance to seek his advice always?
,,,左,,,,,,,"Haha, what's the point of saying such sweet things?\nIsn't it just that the Scripture Pavilion of the Tang Sect is guarded too strictly, and we've never had an opportunity to steal the secret scrolls?"
,,,右,,,,,,,"Cough cough, #PlayerName#, that's not quite right \nCan things we Wulin people do be called theft? That's called borrowing!"
,,,右,,,,,,,"In short, the Tang Sect has already submitted.\nLet's go to the Scripture Pavilion borrow some texts; that way, it'll be aboveboard."
,,,左,,,,,,,Got it. You want me to accompany you to the Tang Sect to borrow their secret manuals?
,,,右,,,,,,,"Hehe, after all, I'm just a disciple of the Xianxia Sect.\nGoing to borrow it impulsively probably won't be accepted by them."
,,,右,,,,,,,"The Sect Leader has a large face; the current Tang Sect Head, Tang Yanran, also greatly admires you.\nIf Master were to personally take on this matter, the other party would certainly not refuse."
,,,左,,,,,,,Well... alright then.\nHardly ever does Senior Brother Scen work so diligently and studiously; how could I not join in?
,,,右,,,,,GetBranchMission;52,,"Okay, let's not delay, we should set off right away."
1516,玩家,唐嫣然,右,,,,,,,"#PlayerName#, why the sudden visit? Is there anything important you need to attend to?"
,,,左,,,,,,,"Haha, nothing major \nJust to see if the Tang Sect is stable internally and if there have been any issues."
,,,右,,,,,,,"Sure, when I first took office,\nIndeed, chaos reigned within; much needed to be restored."
,,,右,,,,,,,"But fortunately, I am quite familiar with intra-clan affairs, and thanks to the support of several Elders.\nNow everything is back on track, no need to trouble yourself, #PlayerName#."
,,,右,,,,,,,"Additionally, I have also strengthened the supervision over the disciples of this sect.\nWe must not act recklessly like the previous Sect Leader and bring harm to the people."
,,,左,,,,,,,"In just a few months, Miss Tang has managed the household with great efficiency! I really didn't misjudge her!\nThis counts as a great blessing for the people of Ba and Shu."
,,,左,,,,,,,"Actually, this time I also have one favor to ask.\nMy Senior Brother Shen Tui has long admired your sect's hidden weapons and toxic arts."
,,,左,,,,,,,"I specially brought him over today,\nAlso, I wanted to seek your esteemed sect's advice."
,,,右,,,,,,,"As it is #PlayerName#'s fate, I shall comply.\nThe hidden weapon and poison technique skills of our sect are secretly practiced in a dark room."
,,,右,,,,,,,"All this trouble was also to avoid leaking the information,\nOn the other hand, it can also exercise the disciples' vision, allowing them to function normally in darkness."
,沈退,,右,,,,,,,This young hero Shen has a heart to cultivate our sect's cultivation methods.\nWhy not spend some time in the dark room studying? I'm sure you'll find it beneficial.
,,,左,,,,,ChangeMaxFightSkill;沈退-1-10|ChangeMaxFightSkill;沈退-8-10|ChangeMaxLivingSkill;沈退-1-20,,"Ha ha, then thank you very much, Sect Leader Tang!"
,玩家,沈退,右,,,,,UpgradeHeroSkill;沈退-343-1-6|UpgradeHeroSkill;沈退-344-1-6|PlotCheckHeroSkill;沈退,,"#PlayerName#, I'll head to the dark room right away to practice thoroughly.\nBy the time I come out of the mountains, I'll make all of you senior brothers and fellow disciples take a second look at me!"
,,,左,,,,,FinishEventMission|PlotStartTutorial;附庸兑换,,Go ahead and do your own thing. Just focus on your cultivation for now.\nDo not disappoint Sect Leader Tang's good intentions.
1517,玩家,魏胥华,右,,,,,,,"#PlayerName#, now the Iron Palm Gang and Tang Sect have both submitted.\nShu Province has been thoroughly pacified"
,,,右,,,,,,,How should we expand our sect's influence next?\nDo you have any plans?
,,,左,,,,,,,"In recent days, our sect has been fighting on multiple fronts and has launched several military campaigns.\nIf this continues, it might provoke general outrage in the Wulin."
,,,左,,,,,,,"In my opinion, we should improve our relations with the nearby sects for now.\nThen proceed to plan for greater matters"
,,顾游年,右,,,,,,,"Now, around Shu territory, there are three sects that loom large.\nWest of Wudang, East of Mount Emei, and South of Yama Palace."
,,,右,,,,,,,"Unknown #PlayerName#, where do you want to start with one of the factions?"
,,,左,,,,,,,"Emei Sect, shares the same spirit and close ties with our lineage, its heritage stretching back for generations.\nMaster Miao Yuan, the Patriarch, also emerged from his lineage."
,,,左,,,,,,,Start with the Emei Sect \nIt is the most prudent choice
,,,左,,,,,,,"The Wudang School, the mainstream of the Daoist tradition, renowned throughout the land.\nI have a particularly close personal relationship with his deputy Sect Leader Zhang Wenxin."
,,,左,,,,,,,"Both factions are renowned and ancient major families with long-standing close relations with our sect.\nIn the great battle with Yama Palace, we have also rendered distinguished service."
